QB,RB,RB,WR,WR,WR,TE,DST,FLEX,PROJ,ACTUAL
Kirk Cousins,Nick Chubb,Dalvin Cook,Adam Thielen,Tyler Lockett,Calvin Ridley,Zach Ertz,Miami Dolphins,Kerryon Johnson,133.53,111.52
Carson Wentz,Nick Chubb,Kerryon Johnson,Alshon Jeffery,Tyler Boyd,Sterling Shepard,Zach Ertz,Philadelphia Eagles,Chris Carson,133.43,130.72
Kirk Cousins,Saquon Barkley,Chris Carson,Adam Thielen,Tyler Boyd,Dede Westbrook,Kyle Rudolph,Philadelphia Eagles,Austin Ekeler,133.39,142.42
Dak Prescott,Christian McCaffrey,Dalvin Cook,Odell Beckham Jr,Adam Thielen,Rashard Higgins,Delanie Walker,Miami Dolphins,Austin Ekeler,133.36,204.2
Carson Wentz,Dalvin Cook,Chris Carson,Mike Evans,Dante Pettis,Sterling Shepard,George Kittle,Tampa Bay Buccaneers,Austin Ekeler,133.3,163.52
Jameis Winston,Christian McCaffrey,Dalvin Cook,Dede Westbrook,Curtis Samuel,Marquise Goodwin,George Kittle,Seattle Seahawks,Kerryon Johnson,133.24,140.66
Carson Wentz,Saquon Barkley,Dalvin Cook,Kenny Golladay,Larry Fitzgerald,Marvin Jones,Hunter Henry,Baltimore Ravens,Austin Ekeler,133.21,192.82
Carson Wentz,Christian McCaffrey,Leonard Fournette,Adam Thielen,DeSean Jackson,Marquise Goodwin,Zach Ertz,Tampa Bay Buccaneers,Kerryon Johnson,133.2,170.32
Jared Goff,Christian McCaffrey,Nick Chubb,Robert Woods,Dede Westbrook,Curtis Samuel,Hunter Henry,Philadelphia Eagles,Chris Carson,132.98,140.84
Dak Prescott,Saquon Barkley,Nick Chubb,Sterling Shepard,Michael Gallup,Curtis Samuel,Zach Ertz,New York Jets,Dalvin Cook,132.96,168.4
Carson Wentz,Leonard Fournette,Dalvin Cook,Odell Beckham Jr,Amari Cooper,Michael Gallup,Evan Engram,San Francisco 49ers,Kerryon Johnson,132.94,201.72
Kirk Cousins,Christian McCaffrey,Leonard Fournette,Adam Thielen,Tyler Lockett,Marvin Jones,Austin Hooper,Seattle Seahawks,Chris Carson,132.92,161.02
Dak Prescott,Christian McCaffrey,Leonard Fournette,Keenan Allen,D.J. Moore,Curtis Samuel,Greg Olsen,Los Angeles Chargers,Dalvin Cook,132.86,182.4
Kirk Cousins,Dalvin Cook,Kerryon Johnson,Odell Beckham Jr,Julio Jones,Marquise Goodwin,Austin Hooper,Philadelphia Eagles,Chris Carson,132.81,125.12
Patrick Mahomes,Dalvin Cook,Kerryon Johnson,Keenan Allen,Tyler Lockett,Tyler Boyd,Tyler Eifert,Seattle Seahawks,Chris Carson,132.77,167.22
Lamar Jackson,Nick Chubb,Dalvin Cook,Julio Jones,Adam Thielen,Christian Kirk,Kyle Rudolph,Seattle Seahawks,Chris Carson,132.76,152.86
Kyler Murray,Nick Chubb,Leonard Fournette,Keenan Allen,Adam Thielen,Mike Williams,Hunter Henry,Los Angeles Chargers,Austin Ekeler,132.71,148.42
Carson Wentz,Saquon Barkley,Dalvin Cook,Tyler Boyd,Christian Kirk,DeSean Jackson,Zach Ertz,Los Angeles Chargers,Mark Ingram,132.63,179.12
Dak Prescott,Leonard Fournette,Dalvin Cook,Tyreek Hill,Sammy Watkins,Dede Westbrook,Zach Ertz,Cleveland Browns,Mark Ingram,132.52,182.0
Carson Wentz,Saquon Barkley,Nick Chubb,Odell Beckham Jr,Dede Westbrook,Rashard Higgins,David Njoku,Seattle Seahawks,Dalvin Cook,132.48,150.02
Patrick Mahomes,Nick Chubb,Dalvin Cook,Tyreek Hill,Dede Westbrook,Marvin Jones,Hunter Henry,Dallas Cowboys,Kerryon Johnson,132.45,123.32
Jared Goff,Saquon Barkley,Dalvin Cook,Adam Thielen,Tyler Lockett,Curtis Samuel,Greg Olsen,Seattle Seahawks,Austin Ekeler,132.43,150.24
Kirk Cousins,Christian McCaffrey,Chris Carson,Amari Cooper,Sterling Shepard,Michael Gallup,Zach Ertz,Miami Dolphins,Austin Ekeler,132.43,193.62
Carson Wentz,Christian McCaffrey,Leonard Fournette,Julio Jones,Calvin Ridley,Dede Westbrook,Kyle Rudolph,Miami Dolphins,Chris Carson,132.3,154.02
Dak Prescott,Dalvin Cook,Chris Carson,Robert Woods,Cooper Kupp,D.J. Moore,Travis Kelce,San Francisco 49ers,Austin Ekeler,132.29,210.4
Russell Wilson,Nick Chubb,Chris Carson,Tyler Lockett,Tyler Boyd,Curtis Samuel,Travis Kelce,Los Angeles Chargers,Austin Ekeler,132.26,138.2
Carson Wentz,Leonard Fournette,Chris Carson,Odell Beckham Jr,Corey Davis,Rashard Higgins,Travis Kelce,Philadelphia Eagles,Austin Ekeler,132.26,138.32
Kyler Murray,Christian McCaffrey,Dalvin Cook,Larry Fitzgerald,Dede Westbrook,Marvin Jones,Travis Kelce,Kansas City Chiefs,Mark Ingram,132.26,195.52
Lamar Jackson,Leonard Fournette,Dalvin Cook,Odell Beckham Jr,Tyler Boyd,Jarvis Landry,David Njoku,Los Angeles Chargers,Chris Carson,132.24,158.76
Dak Prescott,Christian McCaffrey,Leonard Fournette,Tyler Lockett,Dede Westbrook,D.J. Chark,Travis Kelce,San Francisco 49ers,Kerryon Johnson,132.23,194.9
Cam Newton,Saquon Barkley,Dalvin Cook,Robert Woods,Sterling Shepard,Dede Westbrook,Greg Olsen,Cleveland Browns,Chris Carson,132.2,130.86
Lamar Jackson,Christian McCaffrey,Kerryon Johnson,Adam Thielen,Calvin Ridley,Sterling Shepard,Austin Hooper,Philadelphia Eagles,Austin Ekeler,132.2,187.66
Lamar Jackson,Leonard Fournette,Dalvin Cook,Mike Evans,Chris Godwin,Dede Westbrook,OJ Howard,Tampa Bay Buccaneers,Kerryon Johnson,132.17,137.66
Jimmy Garoppolo,Christian McCaffrey,Leonard Fournette,Tyler Boyd,Larry Fitzgerald,Marquise Goodwin,OJ Howard,Philadelphia Eagles,Dalvin Cook,132.16,150.24
Jameis Winston,Christian McCaffrey,Leonard Fournette,Chris Godwin,Dante Pettis,Marvin Jones,Hunter Henry,San Francisco 49ers,Dalvin Cook,132.13,160.36
Russell Wilson,Christian McCaffrey,Dalvin Cook,Adam Thielen,Tyler Boyd,Sterling Shepard,Tyler Eifert,New York Jets,Mark Ingram,132.09,180.7
Lamar Jackson,Christian McCaffrey,Leonard Fournette,Robert Woods,Tyler Lockett,Albert Wilson,Mark Andrews,Baltimore Ravens,Dalvin Cook,132.03,196.06
Baker Mayfield,Christian McCaffrey,Leonard Fournette,Jarvis Landry,Sterling Shepard,Rashard Higgins,Zach Ertz,Kansas City Chiefs,Dalvin Cook,132.03,143.6
Kirk Cousins,Leonard Fournette,Dalvin Cook,Keenan Allen,Adam Thielen,Robert Woods,Kyle Rudolph,Dallas Cowboys,Mark Ingram,131.95,146.62
Jared Goff,Dalvin Cook,Kerryon Johnson,Robert Woods,D.J. Moore,Dede Westbrook,Zach Ertz,Baltimore Ravens,Devonta Freeman,131.94,120.54
Cam Newton,Christian McCaffrey,Leonard Fournette,Adam Thielen,Brandin Cooks,Curtis Samuel,Hunter Henry,Miami Dolphins,Mark Ingram,131.87,123.76
Carson Wentz,Christian McCaffrey,Nick Chubb,Robert Woods,Tyler Boyd,Cooper Kupp,Greg Olsen,Cincinnati Bengals,Dalvin Cook,131.86,170.52
Carson Wentz,Saquon Barkley,Dalvin Cook,Julio Jones,Keenan Allen,Trey Quinn,Vernon Davis,San Francisco 49ers,Chris Carson,131.84,203.52
Dak Prescott,Nick Chubb,Leonard Fournette,Amari Cooper,Robert Woods,Dede Westbrook,Evan Engram,Seattle Seahawks,Austin Ekeler,131.83,199.7
Cam Newton,Leonard Fournette,Kerryon Johnson,Tyler Lockett,D.J. Moore,Curtis Samuel,George Kittle,Philadelphia Eagles,Chris Carson,131.8,98.56
Lamar Jackson,Christian McCaffrey,Nick Chubb,Amari Cooper,Sterling Shepard,Dede Westbrook,Jason Witten,Los Angeles Chargers,Dalvin Cook,131.71,185.46
Carson Wentz,Saquon Barkley,Nick Chubb,Brandin Cooks,D.J. Moore,Curtis Samuel,Hunter Henry,Los Angeles Chargers,Kerryon Johnson,131.65,106.32
Kyler Murray,Christian McCaffrey,Nick Chubb,Tyler Boyd,Larry Fitzgerald,Christian Kirk,Zach Ertz,Tampa Bay Buccaneers,Austin Ekeler,131.6,197.82
Jimmy Garoppolo,Le'Veon Bell,Dalvin Cook,Chris Godwin,Tyler Boyd,Dede Westbrook,George Kittle,San Francisco 49ers,Austin Ekeler,131.6,186.24
Jimmy Garoppolo,Nick Chubb,Dalvin Cook,Mike Evans,Brandin Cooks,Marquise Goodwin,Hunter Henry,Baltimore Ravens,Chris Carson,131.56,112.34
Russell Wilson,Christian McCaffrey,Dalvin Cook,Brandin Cooks,Cooper Kupp,Curtis Samuel,Evan Engram,Tampa Bay Buccaneers,Austin Ekeler,131.53,198.2
Carson Wentz,Christian McCaffrey,Chris Carson,Adam Thielen,Brandin Cooks,D.J. Moore,Greg Olsen,Carolina Panthers,Austin Ekeler,131.51,182.72
Jameis Winston,Leonard Fournette,Kerryon Johnson,Odell Beckham Jr,Mike Evans,Marquise Goodwin,Hunter Henry,Miami Dolphins,Austin Ekeler,131.5,97.66
Patrick Mahomes,Leonard Fournette,Kerryon Johnson,Odell Beckham Jr,Dede Westbrook,Chris Conley,Zach Ertz,New York Jets,Chris Carson,131.46,154.32
Carson Wentz,Christian McCaffrey,Kerryon Johnson,Larry Fitzgerald,Marvin Jones,Christian Kirk,George Kittle,Buffalo Bills,Chris Carson,131.45,179.22
Matt Ryan,Kerryon Johnson,Chris Carson,Julio Jones,Adam Thielen,Curtis Samuel,Hunter Henry,Baltimore Ravens,Austin Ekeler,131.43,153.76
Carson Wentz,Leonard Fournette,Austin Ekeler,Keenan Allen,Chris Godwin,Alshon Jeffery,Zach Ertz,Miami Dolphins,Mark Ingram,131.43,178.62
Carson Wentz,Saquon Barkley,Austin Ekeler,Amari Cooper,Sterling Shepard,Curtis Samuel,Evan Engram,Philadelphia Eagles,Mark Ingram,131.41,188.62
Carson Wentz,Chris Carson,Devonta Freeman,Odell Beckham Jr,Adam Thielen,Trey Quinn,Zach Ertz,Baltimore Ravens,Mark Ingram,131.41,147.92
Patrick Mahomes,Saquon Barkley,Dalvin Cook,Adam Thielen,Calvin Ridley,Rashard Higgins,Austin Hooper,Baltimore Ravens,Chris Carson,131.41,171.22
Patrick Mahomes,Christian McCaffrey,Kerryon Johnson,Tyler Boyd,Sammy Watkins,Dede Westbrook,OJ Howard,Miami Dolphins,Austin Ekeler,131.39,205.32
Dak Prescott,Nick Chubb,Dalvin Cook,Odell Beckham Jr,Tyler Lockett,Tyler Boyd,Will Dissly,Philadelphia Eagles,Mark Ingram,131.37,145.6
Carson Wentz,Christian McCaffrey,Nick Chubb,Adam Thielen,Sterling Shepard,Michael Gallup,Evan Engram,Kansas City Chiefs,Devonta Freeman,131.35,176.42
Jameis Winston,Nick Chubb,Dalvin Cook,Mike Evans,Marvin Jones,Curtis Samuel,OJ Howard,Philadelphia Eagles,Austin Ekeler,131.34,118.16
Matthew Stafford,Dalvin Cook,Austin Ekeler,Adam Thielen,Kenny Golladay,Christian Kirk,George Kittle,Philadelphia Eagles,Mark Ingram,131.33,178.0
Jared Goff,Leonard Fournette,Dalvin Cook,Brandin Cooks,Cooper Kupp,Sterling Shepard,George Kittle,Carolina Panthers,Kerryon Johnson,131.3,105.14
Dak Prescott,Nick Chubb,Leonard Fournette,Kenny Golladay,Larry Fitzgerald,Christian Kirk,Travis Kelce,Miami Dolphins,Dalvin Cook,131.27,151.0
Kyler Murray,Christian McCaffrey,Leonard Fournette,Kenny Golladay,Sterling Shepard,Marvin Jones,Evan Engram,New York Jets,Austin Ekeler,131.24,207.32
Carson Wentz,Austin Ekeler,Devonta Freeman,Tyreek Hill,Tyler Boyd,Dede Westbrook,Travis Kelce,Seattle Seahawks,Mark Ingram,131.18,154.62
Dak Prescott,Le'Veon Bell,Dalvin Cook,Tyler Lockett,Alshon Jeffery,DeSean Jackson,Zach Ertz,Kansas City Chiefs,Chris Carson,131.13,200.9
Baker Mayfield,Christian McCaffrey,Kerryon Johnson,Odell Beckham Jr,Tyler Boyd,Rashard Higgins,Hunter Henry,Tampa Bay Buccaneers,Chris Carson,131.13,148.5
Matthew Stafford,Saquon Barkley,Leonard Fournette,Sterling Shepard,Larry Fitzgerald,Marvin Jones,Zach Ertz,Los Angeles Chargers,Chris Carson,131.11,150.8
Baker Mayfield,Dalvin Cook,Kerryon Johnson,Odell Beckham Jr,Corey Davis,Curtis Samuel,Zach Ertz,Buffalo Bills,Austin Ekeler,131.11,129.7
Carson Wentz,Saquon Barkley,Christian McCaffrey,Tyler Lockett,Tyler Boyd,Jaron Brown,Mark Andrews,Kansas City Chiefs,Chris Carson,131.07,178.32
Dak Prescott,Saquon Barkley,Dalvin Cook,Brandin Cooks,Dede Westbrook,Chris Conley,Travis Kelce,Philadelphia Eagles,Matt Breida,131.07,144.6
Jameis Winston,Leonard Fournette,Chris Carson,Adam Thielen,Dante Pettis,Dede Westbrook,George Kittle,Kansas City Chiefs,Mark Ingram,131.06,120.76
Jimmy Garoppolo,Dalvin Cook,Kerryon Johnson,Chris Godwin,Dante Pettis,Sterling Shepard,Travis Kelce,Philadelphia Eagles,Mark Ingram,131.05,113.34
Cam Newton,Le'Veon Bell,Dalvin Cook,Adam Thielen,Cooper Kupp,Curtis Samuel,Zach Ertz,Philadelphia Eagles,Matt Breida,131.05,105.76
Kirk Cousins,Christian McCaffrey,Dalvin Cook,Mike Evans,Calvin Ridley,Larry Fitzgerald,Kyle Rudolph,Los Angeles Chargers,Austin Ekeler,130.97,180.12
Lamar Jackson,Saquon Barkley,Dalvin Cook,Keenan Allen,Adam Thielen,Miles Boykin,Mark Andrews,New York Jets,Kerryon Johnson,130.93,190.56
Jameis Winston,Leonard Fournette,Kerryon Johnson,Julio Jones,Adam Thielen,Sterling Shepard,Kyle Rudolph,New York Jets,Devonta Freeman,130.91,92.36
Carson Wentz,Saquon Barkley,Dalvin Cook,Tyler Lockett,Jarvis Landry,Corey Davis,Delanie Walker,Dallas Cowboys,Kerryon Johnson,130.9,137.72
Carson Wentz,Christian McCaffrey,Leonard Fournette,Robby Anderson,John Brown,Cole Beasley,Travis Kelce,New York Jets,Dalvin Cook,130.89,187.72
Carson Wentz,Leonard Fournette,Chris Carson,Keenan Allen,T.Y. Hilton,Tyler Lockett,Hunter Henry,Cleveland Browns,Devonta Freeman,130.86,149.92
Lamar Jackson,Saquon Barkley,Leonard Fournette,Robert Woods,Cooper Kupp,Curtis Samuel,Hunter Henry,New York Jets,Austin Ekeler,130.85,171.66
Josh Allen,Christian McCaffrey,Dalvin Cook,Keenan Allen,John Brown,Jamison Crowder,Zach Ertz,Carolina Panthers,Chris Carson,130.84,216.16
Patrick Mahomes,Dalvin Cook,Chris Carson,Tyreek Hill,Sammy Watkins,John Brown,Evan Engram,Philadelphia Eagles,Austin Ekeler,130.82,238.52
Dak Prescott,Le'Veon Bell,Nick Chubb,Julio Jones,Adam Thielen,Dede Westbrook,Austin Hooper,Cincinnati Bengals,Kerryon Johnson,130.82,144.6
Kirk Cousins,Saquon Barkley,Leonard Fournette,Keenan Allen,Calvin Ridley,Dede Westbrook,Austin Hooper,Los Angeles Chargers,Kerryon Johnson,130.76,134.42
Dak Prescott,Saquon Barkley,Chris Carson,Keenan Allen,Mike Williams,Christian Kirk,Hunter Henry,Seattle Seahawks,Mark Ingram,130.7,174.6
Jameis Winston,Dalvin Cook,Kerryon Johnson,Amari Cooper,Robert Woods,Dante Pettis,OJ Howard,Miami Dolphins,Chris Carson,130.7,119.36
Dak Prescott,Saquon Barkley,Leonard Fournette,Adam Thielen,Tyler Lockett,Michael Gallup,Evan Engram,Cincinnati Bengals,Mark Ingram,130.68,183.5
Patrick Mahomes,Nick Chubb,Chris Carson,Keenan Allen,Dede Westbrook,Michael Gallup,Travis Kelce,Miami Dolphins,Mark Ingram,130.68,170.62
Jameis Winston,Nick Chubb,Leonard Fournette,Odell Beckham Jr,Sterling Shepard,Corey Davis,Delanie Walker,Cleveland Browns,Dalvin Cook,130.65,109.76
Carson Wentz,Nick Chubb,Dalvin Cook,Julio Jones,Stefon Diggs,Calvin Ridley,Hunter Henry,New York Jets,Mark Ingram,130.64,159.42
Kyler Murray,Leonard Fournette,Dalvin Cook,Julio Jones,Larry Fitzgerald,Danny Amendola,George Kittle,Dallas Cowboys,Chris Carson,130.64,181.22
Russell Wilson,Christian McCaffrey,Kerryon Johnson,Tyler Lockett,Tyler Boyd,Marvin Jones,Evan Engram,Philadelphia Eagles,Matt Breida,130.63,142.7
Jameis Winston,Leonard Fournette,Austin Ekeler,Robert Woods,Chris Godwin,Sterling Shepard,George Kittle,Philadelphia Eagles,Matt Breida,130.63,121.06
Philip Rivers,Le'Veon Bell,Dalvin Cook,Adam Thielen,Tyler Lockett,Mike Williams,Hunter Henry,Baltimore Ravens,Mark Ingram,130.61,158.42
Russell Wilson,Leonard Fournette,Kerryon Johnson,Amari Cooper,Adam Thielen,Tyler Lockett,Tyler Eifert,Cleveland Browns,Austin Ekeler,130.6,134.6
Jimmy Garoppolo,Christian McCaffrey,Chris Carson,Keenan Allen,Marquise Goodwin,Rashard Higgins,George Kittle,Los Angeles Chargers,Austin Ekeler,130.6,174.74
Dak Prescott,Christian McCaffrey,Kerryon Johnson,Amari Cooper,Chris Godwin,Michael Gallup,Hunter Henry,Los Angeles Chargers,Mark Ingram,130.6,193.9
Dak Prescott,Christian McCaffrey,Dalvin Cook,Julio Jones,Calvin Ridley,Christian Kirk,Zach Ertz,San Francisco 49ers,Austin Hooper,130.58,207.3
Jameis Winston,Dalvin Cook,Chris Carson,Keenan Allen,Brandin Cooks,Cooper Kupp,Greg Olsen,Philadelphia Eagles,Devonta Freeman,130.55,124.56
Dak Prescott,Dalvin Cook,Austin Ekeler,Amari Cooper,Brandin Cooks,Michael Gallup,George Kittle,Kansas City Chiefs,Devonta Freeman,130.55,185.6
Lamar Jackson,Nick Chubb,Leonard Fournette,Adam Thielen,Brandin Cooks,Robert Woods,Greg Olsen,Kansas City Chiefs,Kerryon Johnson,130.53,117.06
Patrick Mahomes,Christian McCaffrey,Nick Chubb,Tyler Lockett,Rashard Higgins,Chris Conley,Travis Kelce,Tampa Bay Buccaneers,Dalvin Cook,130.53,180.22
Carson Wentz,Saquon Barkley,Nick Chubb,Adam Thielen,DeSean Jackson,Trey Quinn,George Kittle,Miami Dolphins,Austin Ekeler,130.52,175.22
Cam Newton,Nick Chubb,Leonard Fournette,Brandin Cooks,D.J. Moore,Sterling Shepard,Zach Ertz,San Francisco 49ers,Austin Ekeler,130.5,137.76
Jameis Winston,Christian McCaffrey,Chris Carson,Tyler Lockett,Sterling Shepard,Marquise Goodwin,OJ Howard,Baltimore Ravens,Mark Ingram,130.48,149.16
Lamar Jackson,Christian McCaffrey,Dalvin Cook,Tyreek Hill,Trey Quinn,D.J. Chark,Travis Kelce,Miami Dolphins,Chris Carson,130.47,190.26
Carson Wentz,Christian McCaffrey,Le'Veon Bell,Alshon Jeffery,Tyler Boyd,Trey Quinn,Hunter Henry,Los Angeles Chargers,Leonard Fournette,130.43,171.22
Jared Goff,Dalvin Cook,Chris Carson,Odell Beckham Jr,Brandin Cooks,D.J. Moore,Evan Engram,Miami Dolphins,Mark Ingram,130.43,152.34
Jimmy Garoppolo,Leonard Fournette,Dalvin Cook,Mike Evans,Adam Thielen,Marvin Jones,George Kittle,Miami Dolphins,Miles Sanders,130.43,95.04
Jimmy Garoppolo,Nick Chubb,Leonard Fournette,Julio Jones,Alshon Jeffery,Trey Quinn,Zach Ertz,Tampa Bay Buccaneers,Dalvin Cook,130.43,137.24
Kyler Murray,Saquon Barkley,Le'Veon Bell,Adam Thielen,Larry Fitzgerald,Christian Kirk,Hunter Henry,Miami Dolphins,Kerryon Johnson,130.41,136.92
Kyler Murray,Saquon Barkley,Dalvin Cook,Julio Jones,Dede Westbrook,Christian Kirk,T.J. Hockenson,New York Jets,Austin Ekeler,130.4,200.72
Jared Goff,Christian McCaffrey,Leonard Fournette,Brandin Cooks,Robert Woods,Michael Gallup,Austin Hooper,Los Angeles Chargers,Austin Ekeler,130.37,175.14
Baker Mayfield,Christian McCaffrey,Dalvin Cook,Adam Thielen,Mike Williams,Corey Davis,David Njoku,San Francisco 49ers,Chris Carson,130.37,171.2
Carson Wentz,Christian McCaffrey,Dalvin Cook,Odell Beckham Jr,Alshon Jeffery,Curtis Samuel,Vernon Davis,Dallas Cowboys,Mark Ingram,130.36,192.92
Kirk Cousins,Christian McCaffrey,Nick Chubb,Julio Jones,Tyler Boyd,Curtis Samuel,Kyle Rudolph,San Francisco 49ers,Kerryon Johnson,130.35,142.52
Dak Prescott,Le'Veon Bell,Kerryon Johnson,Keenan Allen,Sterling Shepard,Michael Gallup,George Kittle,San Francisco 49ers,Chris Carson,130.31,198.5
Patrick Mahomes,Christian McCaffrey,Leonard Fournette,Tyreek Hill,Dede Westbrook,Christian Kirk,Austin Hooper,Philadelphia Eagles,Matt Breida,130.3,138.72
Kyler Murray,Christian McCaffrey,Dalvin Cook,Mike Evans,Dante Pettis,Marquise Goodwin,Zach Ertz,Miami Dolphins,Matt Breida,130.29,119.82
Jacoby Brissett,Le'Veon Bell,Leonard Fournette,Julio Jones,Keenan Allen,Marquise Goodwin,Hunter Henry,Seattle Seahawks,Dalvin Cook,130.29,149.2
Kyler Murray,Le'Veon Bell,Nick Chubb,Kenny Golladay,Dede Westbrook,Marvin Jones,Zach Ertz,Seattle Seahawks,Chris Carson,130.28,146.12
Kirk Cousins,Le'Veon Bell,Joe Mixon,Adam Thielen,Brandin Cooks,Sterling Shepard,Austin Hooper,Los Angeles Chargers,Dalvin Cook,130.27,118.32
Cam Newton,Christian McCaffrey,Kerryon Johnson,Brandin Cooks,Cooper Kupp,Dede Westbrook,Austin Hooper,Kansas City Chiefs,Chris Carson,130.26,139.86
Lamar Jackson,Saquon Barkley,Nick Chubb,Sammy Watkins,Dede Westbrook,Marquise Goodwin,Travis Kelce,Tampa Bay Buccaneers,Austin Ekeler,130.25,197.86
Jimmy Garoppolo,Leonard Fournette,Austin Ekeler,Mike Evans,Dante Pettis,Dede Westbrook,Zach Ertz,Los Angeles Chargers,Devonta Freeman,130.25,101.44
Carson Wentz,Joe Mixon,Dalvin Cook,Adam Thielen,Alshon Jeffery,D.J. Moore,Zach Ertz,Cleveland Browns,Hunter Henry,130.24,130.12
Jameis Winston,Christian McCaffrey,Austin Ekeler,Adam Thielen,Tyler Lockett,Tyler Boyd,Will Dissly,San Francisco 49ers,Devonta Freeman,130.24,168.66
Jameis Winston,Christian McCaffrey,Chris Carson,Dede Westbrook,Christian Kirk,Chris Conley,Travis Kelce,Dallas Cowboys,Austin Ekeler,130.22,184.46
Kirk Cousins,Leonard Fournette,Kerryon Johnson,Julio Jones,Stefon Diggs,Rashard Higgins,Zach Ertz,Seattle Seahawks,Austin Ekeler,130.2,124.12
Patrick Mahomes,Saquon Barkley,Christian McCaffrey,Sammy Watkins,Marquise Goodwin,D.J. Chark,Hunter Henry,Kansas City Chiefs,Dalvin Cook,130.17,220.22
Jared Goff,Dalvin Cook,Mark Ingram,Julio Jones,Robert Woods,Curtis Samuel,Travis Kelce,Los Angeles Chargers,Matt Breida,130.16,120.54
Jimmy Garoppolo,Saquon Barkley,Kerryon Johnson,Tyler Lockett,Dante Pettis,Marquise Goodwin,Zach Ertz,San Francisco 49ers,Chris Carson,130.13,117.74
Matthew Stafford,Christian McCaffrey,Dalvin Cook,Kenny Golladay,Larry Fitzgerald,Michael Gallup,Zach Ertz,Atlanta Falcons,Kerryon Johnson,130.11,193.4
Carson Wentz,Saquon Barkley,Leonard Fournette,Brandin Cooks,Cooper Kupp,Dede Westbrook,Greg Olsen,Baltimore Ravens,Mark Ingram,130.09,139.32
Matthew Stafford,Le'Veon Bell,Dalvin Cook,Tyler Boyd,Marvin Jones,Christian Kirk,Travis Kelce,Cleveland Browns,Chris Carson,130.08,155.3
Kyler Murray,Dalvin Cook,Kerryon Johnson,Amari Cooper,Kenny Golladay,Danny Amendola,Travis Kelce,Seattle Seahawks,Austin Ekeler,130.02,192.22
Carson Wentz,Christian McCaffrey,Nick Chubb,Odell Beckham Jr,Jarvis Landry,Marquise Goodwin,Delanie Walker,San Francisco 49ers,Chris Carson,130.01,187.42
Jared Goff,Leonard Fournette,Dalvin Cook,Keenan Allen,Chris Godwin,Mike Williams,Jack Doyle,Baltimore Ravens,Chris Carson,129.98,141.34
